order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O23,C2069,P9198,19.06,1,2020-09-02 05:37:03,2021-07-06T15:40:51.669Z
O33,C8205,P251,23.5,0,2020-09-02 18:06:26,2021-07-06T15:40:51.670Z
O34,C9093,P4565,40.54,0,2020-09-30 03:05:59,2021-07-06T15:40:51.670Z
O44,C1487,P8655,56.84,1,2020-09-13 16:56:07,2021-07-06T15:40:51.671Z
O52,C5698,P3065,42.36,1,2020-09-05 17:28:45,2021-07-06T15:40:51.672Z
O63,C1788,P730,47.63,0,2020-09-19 17:59:52,2021-07-06T15:40:51.673Z
O68,C8261,P11908,19.84,1,2020-09-26 04:37:11,2021-07-06T15:40:51.673Z
O83,C1434,P11291,83.3,1,2020-09-23 09:07:26,2021-07-06T15:40:51.674Z
O98,C5065,P8280,62.22,1,2020-09-27 01:57:54,2021-07-06T15:40:51.675Z
O104,C9320,P3643,67.22,1,2020-09-05 08:16:21,2021-07-06T15:40:51.675Z
O116,C1482,P4197,47.24,1,2020-09-12 10:05:03,2021-07-06T15:40:51.676Z
O122,C4012,P4940,21.46,1,2020-09-25 15:24:43,2021-07-06T15:40:51.676Z
O148,C2110,P10490,54.78,1,2020-09-08 14:12:03,2021-07-06T15:40:51.678Z
O161,C2178,P16363,90.16,1,2020-09-01 08:39:29,2021-07-06T15:40:51.679Z
O225,C4063,P5281,17.93,1,2020-09-13 06:41:17,2021-07-06T15:40:51.683Z
O244,C7061,P5575,62.53,1,2020-09-19 20:36:34,2021-07-06T15:40:51.684Z
O261,C3843,P124,70.85,0,2020-09-20 05:38:52,2021-07-06T15:40:51.685Z
O283,C9152,P15949,47.21,1,2020-09-01 06:52:43,2021-07-06T15:40:51.686Z
O285,C6233,P9914,79.2,1,2020-09-02 02:13:00,2021-07-06T15:40:51.686Z
O314,C7644,P9589,44.42,1,2020-09-03 22:46:46,2021-07-06T15:40:51.688Z
O325,C7027,P5894,87.1,0,2020-09-02 20:03:57,2021-07-06T15:40:51.690Z
O330,C2485,P16358,65.52,1,2020-09-07 06:20:26,2021-07-06T15:40:51.690Z
O353,C3818,P4396,83.55,1,2020-09-01 02:44:51,2021-07-06T15:40:51.691Z
O371,C70,P4698,98.3,1,2020-09-04 17:35:25,2021-07-06T15:40:51.692Z
O389,C8466,P3551,97.99,1,2020-09-01 13:20:17,2021-07-06T15:40:51.694Z
O439,C4637,P5787,38.92,1,2020-09-29 07:11:03,2021-07-06T15:40:51.697Z
O440,C762,P14962,39.6,1,2020-09-12 09:34:59,2021-07-06T15:40:51.697Z
O470,C7692,P14202,29.45,1,2020-09-13 05:11:11,2021-07-06T15:40:51.699Z
O477,C4533,P4286,2.03,1,2020-09-20 06:42:08,2021-07-06T15:40:51.699Z
O493,C87,P5497,2.88,0,2020-09-12 03:10:07,2021-07-06T15:40:51.700Z
O509,C9086,P4590,90.47,1,2020-09-21 02:19:25,2021-07-06T15:40:51.701Z
O514,C6918,P16331,43.17,1,2020-09-04 10:50:05,2021-07-06T15:40:51.701Z
O518,C6434,P3564,101.01,1,2020-09-29 11:24:19,2021-07-06T15:40:51.702Z
O519,C32,P8645,69.82,1,2020-09-10 08:52:37,2021-07-06T15:40:51.702Z
O532,C7309,P15612,17.29,1,2020-09-12 06:11:54,2021-07-06T15:40:51.703Z
O533,C9070,P16439,15.25,0,2020-09-18 02:48:29,2021-07-06T15:40:51.703Z
O534,C6243,P11190,11.25,1,2020-09-07 15:42:09,2021-07-06T15:40:51.703Z
O536,C1419,P1522,59.3,0,2020-09-21 00:47:59,2021-07-06T15:40:51.703Z
O541,C5925,P11389,69.96,1,2020-09-20 02:21:14,2021-07-06T15:40:51.703Z
O551,C4245,P14385,28.15,1,2020-09-03 07:02:12,2021-07-06T15:40:51.704Z
O600,C950,P10696,17.86,1,2020-09-19 22:36:01,2021-07-06T15:40:51.707Z
O607,C8354,P9635,33.56,0,2020-09-27 08:47:38,2021-07-06T15:40:51.708Z
O620,C6654,P2592,5.66,0,2020-09-17 15:31:50,2021-07-06T15:40:51.708Z
O623,C9975,P349,40.97,1,2020-09-08 20:32:02,2021-07-06T15:40:51.709Z
O675,C9856,P8709,95.73,0,2020-09-24 03:15:29,2021-07-06T15:40:51.712Z
O678,C417,P688,56.18,0,2020-09-15 19:32:38,2021-07-06T15:40:51.758Z
O692,C9208,P5818,80.08,0,2020-09-28 04:15:45,2021-07-06T15:40:51.759Z
O714,C1970,P8949,37.11,1,2020-09-25 22:54:12,2021-07-06T15:40:51.760Z
O722,C4432,P9547,23.56,0,2020-09-13 10:27:15,2021-07-06T15:40:51.761Z
