order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O2,C3541,P12802,67.98,1,2020-02-20 11:06:21,2021-07-06T15:40:51.668Z
O15,C7731,P9566,80.02,1,2020-02-10 06:51:31,2021-07-06T15:40:51.669Z
O27,C6145,P2837,47.71,0,2020-02-11 03:02:39,2021-07-06T15:40:51.669Z
O28,C7934,P14189,101.71,0,2020-02-28 06:28:54,2021-07-06T15:40:51.669Z
O32,C4055,P11332,63.57,1,2020-02-10 21:57:44,2021-07-06T15:40:51.670Z
O36,C7979,P10916,23.34,1,2020-02-07 14:54:42,2021-07-06T15:40:51.670Z
O41,C3641,P10315,10.41,0,2020-02-03 09:35:30,2021-07-06T15:40:51.670Z
O64,C2850,P14372,78.47,0,2020-02-10 17:07:14,2021-07-06T15:40:51.673Z
O76,C2429,P16085,89.02,0,2020-02-15 23:49:49,2021-07-06T15:40:51.673Z
O93,C3024,P9091,94.25,0,2020-02-25 12:42:39,2021-07-06T15:40:51.674Z
O99,C2490,P3940,4.65,0,2020-02-13 22:44:22,2021-07-06T15:40:51.675Z
O166,C6405,P3214,13.79,1,2020-02-14 00:01:32,2021-07-06T15:40:51.679Z
O204,C6098,P9134,8.75,1,2020-02-02 00:58:56,2021-07-06T15:40:51.681Z
O245,C7838,P9410,55.48,0,2020-02-16 04:19:54,2021-07-06T15:40:51.684Z
O256,C6651,P7048,101.76,1,2020-02-21 07:06:25,2021-07-06T15:40:51.684Z
O260,C3403,P3682,94.27,1,2020-02-11 03:37:35,2021-07-06T15:40:51.685Z
O303,C7209,P404,27.02,0,2020-02-21 06:48:21,2021-07-06T15:40:51.687Z
O307,C1528,P1137,29.44,0,2020-02-11 10:18:13,2021-07-06T15:40:51.688Z
O308,C4074,P8849,18.89,1,2020-02-20 15:05:25,2021-07-06T15:40:51.688Z
O336,C6740,P4276,7.06,1,2020-02-18 10:45:12,2021-07-06T15:40:51.690Z
O366,C8352,P15301,30.15,1,2020-02-13 00:15:36,2021-07-06T15:40:51.692Z
O373,C3761,P21,53.95,1,2020-02-06 17:17:04,2021-07-06T15:40:51.693Z
O386,C3126,P12380,23.82,0,2020-02-06 04:51:38,2021-07-06T15:40:51.693Z
O391,C5477,P7423,41.16,0,2020-02-23 16:39:41,2021-07-06T15:40:51.694Z
O395,C7694,P16625,57.78,1,2020-02-19 17:58:40,2021-07-06T15:40:51.694Z
O401,C7270,P15739,19.52,1,2020-02-09 09:27:52,2021-07-06T15:40:51.694Z
O442,C2590,P15640,45.49,0,2020-02-06 06:56:42,2021-07-06T15:40:51.697Z
O455,C2540,P7729,22.28,1,2020-02-08 00:44:50,2021-07-06T15:40:51.698Z
O478,C9480,P3736,24.61,0,2020-02-20 02:49:01,2021-07-06T15:40:51.699Z
O484,C5216,P13821,68.35,1,2020-02-29 21:02:21,2021-07-06T15:40:51.700Z
O496,C3086,P4218,86.59,1,2020-02-22 19:52:19,2021-07-06T15:40:51.700Z
O508,C2907,P5000,99.61,1,2020-02-21 22:12:53,2021-07-06T15:40:51.701Z
O515,C5052,P4353,56.71,0,2020-02-20 01:15:46,2021-07-06T15:40:51.701Z
O517,C5531,P1877,28.24,0,2020-02-17 05:13:44,2021-07-06T15:40:51.702Z
O530,C2095,P16593,19.42,1,2020-02-16 20:45:44,2021-07-06T15:40:51.702Z
O556,C8453,P10470,85.87,1,2020-02-08 11:56:37,2021-07-06T15:40:51.704Z
