order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O80,C2850,P10802,58.81,0,2020-06-05 00:02:16,2021-07-06T15:40:51.674Z
O82,C1338,P9001,46.58,0,2020-06-16 02:39:54,2021-07-06T15:40:51.674Z
O92,C7554,P14007,99.62,1,2020-06-05 14:18:08,2021-07-06T15:40:51.674Z
O103,C7164,P5191,14.25,0,2020-06-18 13:53:12,2021-07-06T15:40:51.675Z
O136,C2080,P9131,89.53,0,2020-06-11 20:49:01,2021-07-06T15:40:51.677Z
O140,C2021,P5818,35.49,0,2020-06-18 22:23:57,2021-07-06T15:40:51.677Z
O141,C7415,P11616,29.6,1,2020-06-05 14:55:35,2021-07-06T15:40:51.677Z
O145,C5788,P8559,3.63,0,2020-06-02 08:10:07,2021-07-06T15:40:51.678Z
O146,C684,P4581,83.49,1,2020-06-13 16:39:51,2021-07-06T15:40:51.678Z
O158,C6526,P6838,67.29,0,2020-06-05 06:16:16,2021-07-06T15:40:51.678Z
O160,C4476,P972,53.4,0,2020-06-17 21:23:33,2021-07-06T15:40:51.679Z
O169,C7552,P2023,98.13,0,2020-06-20 12:55:05,2021-07-06T15:40:51.679Z
O189,C1537,P3878,58.89,1,2020-06-20 18:34:13,2021-07-06T15:40:51.680Z
O196,C9963,P103,78.33,1,2020-06-04 18:44:40,2021-07-06T15:40:51.681Z
O231,C7610,P488,35.47,0,2020-06-28 15:39:09,2021-07-06T15:40:51.683Z
O235,C3858,P2551,14.96,1,2020-06-05 12:33:11,2021-07-06T15:40:51.683Z
O264,C9630,P4463,30.65,0,2020-06-25 11:35:10,2021-07-06T15:40:51.685Z
O267,C9233,P15725,46.55,1,2020-06-09 03:21:46,2021-07-06T15:40:51.685Z
O279,C9656,P1736,51.84,0,2020-06-12 16:20:11,2021-07-06T15:40:51.686Z
O289,C4144,P7210,67.21,1,2020-06-08 02:11:15,2021-07-06T15:40:51.686Z
O321,C6396,P5492,93.3,1,2020-06-20 02:39:14,2021-07-06T15:40:51.689Z
O322,C6706,P15608,42.16,1,2020-06-11 15:12:34,2021-07-06T15:40:51.689Z
O324,C3937,P4369,20.57,1,2020-06-28 05:43:51,2021-07-06T15:40:51.690Z
O443,C5775,P3192,96.93,0,2020-06-24 03:58:57,2021-07-06T15:40:51.697Z
O473,C5670,P11180,33.79,0,2020-06-29 20:04:42,2021-07-06T15:40:51.699Z
O494,C5322,P14410,12.42,0,2020-06-27 18:18:33,2021-07-06T15:40:51.700Z
O521,C557,P13427,84.08,1,2020-06-26 15:35:15,2021-07-06T15:40:51.702Z
O545,C9639,P3449,98.73,0,2020-06-28 17:03:01,2021-07-06T15:40:51.703Z
O585,C248,P9214,93.09,1,2020-06-24 09:02:50,2021-07-06T15:40:51.706Z
O602,C3356,P6043,80.32,1,2020-06-03 05:32:12,2021-07-06T15:40:51.707Z
O604,C2169,P15799,13.76,1,2020-06-29 16:46:27,2021-07-06T15:40:51.707Z
O624,C4340,P4480,79.65,1,2020-06-11 03:38:18,2021-07-06T15:40:51.709Z
O625,C6909,P1309,42.75,0,2020-06-30 18:21:08,2021-07-06T15:40:51.709Z
O635,C3887,P12565,58.86,1,2020-06-01 17:34:37,2021-07-06T15:40:51.709Z
O783,C7033,P6280,59.02,0,2020-06-15 07:38:47,2021-07-06T15:40:51.764Z
O814,C6371,P620,80.93,1,2020-06-15 17:13:58,2021-07-06T15:40:51.766Z
O840,C1528,P12038,12.65,1,2020-06-20 17:06:44,2021-07-06T15:40:51.768Z
O844,C4605,P316,25.4,1,2020-06-19 22:44:19,2021-07-06T15:40:51.768Z
O880,C5649,P12344,57.6,1,2020-06-02 18:45:02,2021-07-06T15:40:51.770Z
O898,C1089,P13212,93.97,0,2020-06-27 12:22:31,2021-07-06T15:40:51.771Z
O901,C9034,P16431,37.45,0,2020-06-08 23:50:20,2021-07-06T15:40:51.772Z
O904,C6205,P16156,49.52,1,2020-06-14 16:38:54,2021-07-06T15:40:51.772Z
O906,C6970,P9188,46.7,1,2020-06-30 12:36:40,2021-07-06T15:40:51.772Z
O920,C4465,P13572,4.92,1,2020-06-14 10:21:21,2021-07-06T15:40:51.773Z
O998,C174,P8562,74.86,1,2020-06-19 20:41:45,2021-07-06T15:40:51.778Z
O1009,C5295,P11637,36.16,1,2020-06-07 12:09:34,2021-07-06T15:40:51.778Z
O1031,C8983,P9807,72.4,1,2020-06-28 18:27:42,2021-07-06T15:40:51.781Z
O1047,C1064,P91,6.35,1,2020-06-06 17:40:49,2021-07-06T15:40:51.782Z
O1064,C7508,P5939,55.17,1,2020-06-07 09:14:35,2021-07-06T15:40:51.783Z
O1082,C6685,P8643,30.89,1,2020-06-15 01:11:45,2021-07-06T15:40:51.784Z
O1088,C7450,P5566,86.59,0,2020-06-03 12:23:37,2021-07-06T15:40:51.784Z
O1091,C8594,P1388,88.0,1,2020-06-22 21:59:20,2021-07-06T15:40:51.785Z
O1113,C2281,P14390,27.64,1,2020-06-05 08:38:13,2021-07-06T15:40:51.786Z
O1130,C3036,P11357,22.2,1,2020-06-19 09:15:49,2021-07-06T15:40:51.787Z
O1151,C109,P8626,13.4,1,2020-06-17 05:19:32,2021-07-06T15:40:51.788Z
O1160,C9150,P12922,61.59,0,2020-06-24 18:42:03,2021-07-06T15:40:51.789Z
O1203,C139,P6521,92.11,1,2020-06-10 18:38:36,2021-07-06T15:40:51.792Z
O1205,C222,P1685,78.88,1,2020-06-14 17:24:21,2021-07-06T15:40:51.792Z
O1212,C8187,P4433,20.52,1,2020-06-26 11:33:01,2021-07-06T15:40:51.792Z
O1217,C9263,P598,38.24,1,2020-06-08 11:37:13,2021-07-06T15:40:51.792Z
O1238,C7687,P15937,73.31,1,2020-06-10 02:05:06,2021-07-06T15:40:51.794Z
O1241,C3770,P10550,86.57,0,2020-06-14 07:22:21,2021-07-06T15:40:51.794Z
O1257,C1196,P2052,21.61,1,2020-06-22 22:21:25,2021-07-06T15:40:51.795Z
O1288,C6634,P16399,11.92,1,2020-06-23 07:04:51,2021-07-06T15:40:51.797Z
O1304,C2682,P3813,71.96,1,2020-06-03 06:04:54,2021-07-06T15:40:51.798Z
O1361,C8468,P10255,70.12,1,2020-06-14 03:36:47,2021-07-06T15:40:51.801Z
O1407,C7863,P3800,69.82,0,2020-06-01 18:07:39,2021-07-06T15:40:51.804Z
O1431,C6620,P10965,27.28,1,2020-06-29 07:49:22,2021-07-06T15:40:51.806Z
O1462,C5642,P6970,62.91,0,2020-06-30 10:33:28,2021-07-06T15:40:51.808Z
O1510,C2517,P9007,54.16,0,2020-06-12 21:12:02,2021-07-06T15:40:51.810Z
O1535,C2378,P13735,60.81,1,2020-06-23 17:50:39,2021-07-06T15:40:51.812Z
O1545,C2612,P7143,74.63,1,2020-06-14 22:35:09,2021-07-06T15:40:51.813Z
O1553,C8183,P4403,36.27,1,2020-06-06 00:00:01,2021-07-06T15:40:51.813Z
