order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O4,C7356,P5165,63.51,0,2020-12-05 11:31:54,2021-07-06T15:40:51.668Z
O8,C7232,P597,81.52,1,2020-12-18 19:11:15,2021-07-06T15:40:51.668Z
O21,C6317,P12345,54.23,1,2020-12-21 11:15:58,2021-07-06T15:40:51.669Z
O29,C4052,P13476,42.63,1,2020-12-14 05:29:32,2021-07-06T15:40:51.669Z
O67,C7056,P2431,36.54,1,2020-12-05 09:00:31,2021-07-06T15:40:51.673Z
O87,C855,P14974,46.29,1,2020-12-07 05:15:17,2021-07-06T15:40:51.674Z
O105,C9470,P16082,97.5,1,2020-12-08 19:07:04,2021-07-06T15:40:51.675Z
O120,C7189,P1807,35.7,1,2020-12-18 05:05:10,2021-07-06T15:40:51.676Z
O163,C1204,P5070,6.17,1,2020-12-05 07:16:48,2021-07-06T15:40:51.679Z
O178,C2038,P6862,44.03,1,2020-12-17 07:15:16,2021-07-06T15:40:51.680Z
O195,C2505,P1629,74.89,1,2020-12-02 14:46:39,2021-07-06T15:40:51.681Z
O212,C7048,P6281,3.94,1,2020-12-29 13:43:34,2021-07-06T15:40:51.682Z
O217,C1461,P9766,4.37,1,2020-12-29 17:21:09,2021-07-06T15:40:51.682Z
O219,C7055,P16884,76.27,1,2020-12-15 11:30:25,2021-07-06T15:40:51.682Z
O223,C6236,P13099,83.46,1,2020-12-20 19:07:58,2021-07-06T15:40:51.682Z
O236,C2746,P4991,1.83,0,2020-12-13 17:45:06,2021-07-06T15:40:51.683Z
O251,C5770,P12042,47.37,1,2020-12-27 23:03:33,2021-07-06T15:40:51.684Z
O259,C7943,P13247,55.79,1,2020-12-30 15:44:25,2021-07-06T15:40:51.685Z
O275,C5871,P10414,28.62,1,2020-12-27 08:12:11,2021-07-06T15:40:51.686Z
O323,C1538,P9682,91.55,0,2020-12-09 10:11:56,2021-07-06T15:40:51.690Z
O327,C5400,P4725,75.33,1,2020-12-16 14:58:18,2021-07-06T15:40:51.690Z
O335,C1907,P10627,11.09,1,2020-12-28 12:14:57,2021-07-06T15:40:51.690Z
O339,C6776,P4536,47.22,1,2020-12-01 13:47:13,2021-07-06T15:40:51.690Z
O350,C4022,P16794,53.75,0,2020-12-14 00:40:13,2021-07-06T15:40:51.691Z
O367,C9091,P7479,48.26,0,2020-12-19 02:23:21,2021-07-06T15:40:51.692Z
O410,C792,P1499,92.29,0,2020-12-22 16:35:58,2021-07-06T15:40:51.695Z
O413,C1364,P15062,58.16,1,2020-12-08 23:05:25,2021-07-06T15:40:51.695Z
O420,C8620,P958,80.77,1,2020-12-10 19:07:15,2021-07-06T15:40:51.696Z
O422,C870,P9573,24.2,1,2020-12-11 15:38:29,2021-07-06T15:40:51.696Z
O433,C6066,P13593,4.26,1,2020-12-20 11:33:47,2021-07-06T15:40:51.696Z
O434,C5968,P6523,55.04,0,2020-12-27 10:41:56,2021-07-06T15:40:51.696Z
O466,C3252,P5708,71.63,1,2020-12-24 17:42:49,2021-07-06T15:40:51.698Z
O475,C8446,P14686,6.36,1,2020-12-25 19:39:26,2021-07-06T15:40:51.699Z
O483,C5243,P3277,11.47,1,2020-12-07 06:34:03,2021-07-06T15:40:51.700Z
O489,C1908,P7513,16.52,1,2020-12-13 07:16:27,2021-07-06T15:40:51.700Z
O507,C2698,P1045,15.23,1,2020-12-16 07:39:03,2021-07-06T15:40:51.701Z
O520,C3254,P5093,22.68,0,2020-12-26 12:33:11,2021-07-06T15:40:51.702Z
O529,C5904,P9050,57.28,0,2020-12-18 13:28:46,2021-07-06T15:40:51.702Z
O547,C6845,P10426,39.92,0,2020-12-31 01:57:18,2021-07-06T15:40:51.703Z
O550,C5914,P10839,43.63,0,2020-12-27 05:18:13,2021-07-06T15:40:51.704Z
O564,C6654,P6416,17.42,0,2020-12-28 14:02:53,2021-07-06T15:40:51.705Z
