order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O10,C1234,P10881,23.34,0,2021-04-11 19:54:38,2021-07-06T15:40:51.668Z
O43,C584,P1647,66.13,1,2021-04-04 12:04:20,2021-07-06T15:40:51.671Z
O96,C2722,P10135,80.59,1,2021-04-03 10:59:24,2021-07-06T15:40:51.675Z
O125,C1619,P5139,29.01,1,2021-04-04 12:22:12,2021-07-06T15:40:51.676Z
O154,C275,P1313,63.1,1,2021-04-28 19:44:50,2021-07-06T15:40:51.678Z
O159,C4742,P12589,62.32,1,2021-04-06 03:24:26,2021-07-06T15:40:51.678Z
O175,C3806,P10288,86.63,1,2021-04-10 12:16:34,2021-07-06T15:40:51.679Z
O221,C9262,P9956,93.49,1,2021-04-20 12:15:41,2021-07-06T15:40:51.682Z
O232,C2966,P10282,39.59,1,2021-04-15 05:18:13,2021-07-06T15:40:51.683Z
O255,C4575,P1961,26.03,0,2021-04-26 14:38:28,2021-07-06T15:40:51.684Z
O266,C7728,P11973,48.77,0,2021-04-13 12:58:45,2021-07-06T15:40:51.685Z
O290,C9934,P16346,14.38,1,2021-04-02 12:17:55,2021-07-06T15:40:51.687Z
O294,C8743,P798,35.74,1,2021-04-07 07:02:00,2021-07-06T15:40:51.687Z
O297,C1738,P13336,64.96,1,2021-04-27 02:27:10,2021-07-06T15:40:51.687Z
O318,C5886,P2451,54.45,1,2021-04-14 23:57:46,2021-07-06T15:40:51.689Z
O351,C3308,P11711,33.31,1,2021-04-25 03:50:03,2021-07-06T15:40:51.691Z
O362,C210,P14214,32.1,1,2021-04-13 10:35:48,2021-07-06T15:40:51.692Z
O363,C2678,P6707,77.89,1,2021-04-02 08:42:38,2021-07-06T15:40:51.692Z
O369,C1842,P1689,50.54,0,2021-04-26 17:53:23,2021-07-06T15:40:51.692Z
O387,C5689,P15036,70.65,1,2021-04-20 00:00:47,2021-07-06T15:40:51.693Z
O408,C1585,P8463,85.08,0,2021-04-18 18:55:15,2021-07-06T15:40:51.695Z
O425,C9444,P12266,93.8,1,2021-04-27 13:38:57,2021-07-06T15:40:51.696Z
O428,C9827,P10176,101.87,1,2021-04-18 08:41:48,2021-07-06T15:40:51.696Z
O445,C8269,P8604,40.75,1,2021-04-03 06:07:39,2021-07-06T15:40:51.697Z
O454,C1159,P12843,77.47,1,2021-04-01 16:49:02,2021-07-06T15:40:51.698Z
O456,C71,P7515,88.8,1,2021-04-10 15:58:43,2021-07-06T15:40:51.698Z
O481,C5203,P4525,51.92,0,2021-04-12 16:52:36,2021-07-06T15:40:51.699Z
O505,C9130,P2787,41.08,0,2021-04-06 11:08:12,2021-07-06T15:40:51.701Z
O538,C6312,P4659,51.37,1,2021-04-10 06:53:07,2021-07-06T15:40:51.703Z
O553,C6960,P11371,80.73,1,2021-04-07 19:26:43,2021-07-06T15:40:51.704Z
O554,C36,P11995,20.7,0,2021-04-01 07:13:37,2021-07-06T15:40:51.704Z
O557,C365,P10466,39.29,1,2021-04-22 20:33:17,2021-07-06T15:40:51.704Z
O572,C1629,P12362,44.47,0,2021-04-20 22:27:35,2021-07-06T15:40:51.705Z
O574,C3422,P8740,65.84,0,2021-04-04 19:50:07,2021-07-06T15:40:51.705Z
O584,C7313,P6486,99.69,0,2021-04-01 21:53:16,2021-07-06T15:40:51.706Z
O586,C9523,P16824,13.37,0,2021-04-13 08:57:30,2021-07-06T15:40:51.706Z
O596,C7778,P12850,21.84,1,2021-04-19 18:53:32,2021-07-06T15:40:51.707Z
O599,C1576,P774,77.76,1,2021-04-15 04:17:16,2021-07-06T15:40:51.707Z
O640,C8713,P623,22.75,0,2021-04-04 08:38:09,2021-07-06T15:40:51.710Z
O725,C1647,P4770,77.76,1,2021-04-19 21:45:40,2021-07-06T15:40:51.761Z
O728,C3272,P2014,18.52,1,2021-04-29 20:19:14,2021-07-06T15:40:51.761Z
O754,C6167,P10465,99.68,1,2021-04-24 20:02:44,2021-07-06T15:40:51.762Z
O756,C5027,P9812,16.11,1,2021-04-11 15:02:43,2021-07-06T15:40:51.763Z
O788,C6511,P6904,73.84,1,2021-04-15 22:00:17,2021-07-06T15:40:51.765Z
O808,C2684,P12397,50.69,0,2021-04-12 08:33:27,2021-07-06T15:40:51.766Z
O839,C9740,P992,17.5,1,2021-04-24 02:21:22,2021-07-06T15:40:51.768Z
O857,C2146,P1121,22.91,0,2021-04-15 05:40:34,2021-07-06T15:40:51.769Z
O870,C5564,P4747,63.56,0,2021-04-02 17:45:52,2021-07-06T15:40:51.770Z
O894,C9413,P13927,64.35,1,2021-04-04 00:08:34,2021-07-06T15:40:51.771Z
O928,C6670,P1615,2.03,1,2021-04-11 02:03:46,2021-07-06T15:40:51.773Z
O934,C1412,P9466,17.3,1,2021-04-05 23:27:34,2021-07-06T15:40:51.774Z
O1005,C5086,P10305,97.71,1,2021-04-06 03:52:54,2021-07-06T15:40:51.778Z
O1073,C9154,P13792,89.0,0,2021-04-29 04:03:50,2021-07-06T15:40:51.784Z
O1092,C2834,P2987,72.34,1,2021-04-20 17:14:45,2021-07-06T15:40:51.785Z
O1095,C4106,P329,100.42,1,2021-04-14 03:28:24,2021-07-06T15:40:51.785Z
O1108,C2654,P2254,93.74,1,2021-04-26 20:55:37,2021-07-06T15:40:51.786Z
O1111,C1953,P11306,53.71,1,2021-04-10 05:08:46,2021-07-06T15:40:51.786Z
O1115,C7123,P2728,90.78,1,2021-04-25 21:17:24,2021-07-06T15:40:51.786Z
O1123,C5044,P7203,67.98,0,2021-04-21 18:07:19,2021-07-06T15:40:51.787Z
O1126,C3715,P3123,45.1,1,2021-04-18 08:38:59,2021-07-06T15:40:51.787Z
O1134,C6557,P8851,97.95,1,2021-04-03 00:57:46,2021-07-06T15:40:51.787Z
O1148,C7170,P12580,89.75,1,2021-04-16 20:46:29,2021-07-06T15:40:51.788Z
O1168,C5412,P15661,64.66,1,2021-04-09 20:06:50,2021-07-06T15:40:51.789Z
