order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O9,C9107,P10039,14.09,0,2020-10-27 06:00:53,2021-07-06T15:40:51.668Z
O12,C7751,P13767,5.02,1,2020-10-19 03:16:36,2021-07-06T15:40:51.668Z
O54,C6967,P15754,80.98,1,2020-10-25 22:04:57,2021-07-06T15:40:51.672Z
O74,C4761,P15833,50.34,1,2020-10-29 02:24:54,2021-07-06T15:40:51.673Z
O95,C5205,P5372,92.5,1,2020-10-26 07:24:34,2021-07-06T15:40:51.675Z
O100,C7582,P1416,57.94,0,2020-10-17 02:08:17,2021-07-06T15:40:51.675Z
O102,C9330,P8618,99.34,1,2020-10-30 00:23:11,2021-07-06T15:40:51.675Z
O142,C8645,P4724,55.91,1,2020-10-04 18:57:43,2021-07-06T15:40:51.677Z
O155,C9657,P14217,63.09,1,2020-10-08 13:38:40,2021-07-06T15:40:51.678Z
O171,C3761,P10862,3.76,1,2020-10-22 14:46:22,2021-07-06T15:40:51.679Z
O193,C6100,P7858,75.96,0,2020-10-23 01:26:49,2021-07-06T15:40:51.681Z
O209,C9428,P9073,46.58,1,2020-10-30 19:09:36,2021-07-06T15:40:51.682Z
O222,C2565,P231,94.49,1,2020-10-17 15:27:09,2021-07-06T15:40:51.682Z
O234,C8914,P16277,19.94,1,2020-10-20 13:21:04,2021-07-06T15:40:51.683Z
O237,C3374,P16105,50.39,0,2020-10-01 11:09:52,2021-07-06T15:40:51.683Z
O248,C2046,P9029,33.84,0,2020-10-11 23:29:31,2021-07-06T15:40:51.684Z
O262,C5845,P5539,14.77,1,2020-10-28 22:15:14,2021-07-06T15:40:51.685Z
O273,C358,P8555,36.08,1,2020-10-24 19:18:08,2021-07-06T15:40:51.685Z
O278,C3715,P12724,35.71,1,2020-10-25 01:59:10,2021-07-06T15:40:51.686Z
O306,C5750,P4045,77.52,1,2020-10-18 17:05:19,2021-07-06T15:40:51.688Z
O312,C2056,P14607,15.87,0,2020-10-28 06:35:57,2021-07-06T15:40:51.688Z
O316,C8133,P2095,13.42,0,2020-10-31 15:27:28,2021-07-06T15:40:51.688Z
O348,C6250,P13892,19.99,1,2020-10-14 15:29:39,2021-07-06T15:40:51.691Z
O358,C9314,P10148,65.36,1,2020-10-09 17:31:17,2021-07-06T15:40:51.692Z
O438,C806,P3128,22.67,1,2020-10-28 17:44:41,2021-07-06T15:40:51.697Z
O451,C6092,P11212,98.88,1,2020-10-24 04:43:13,2021-07-06T15:40:51.697Z
O452,C9371,P3726,91.15,1,2020-10-16 09:24:47,2021-07-06T15:40:51.697Z
O462,C727,P4342,44.2,1,2020-10-07 08:14:18,2021-07-06T15:40:51.698Z
O487,C3203,P15708,3.52,1,2020-10-11 23:11:34,2021-07-06T15:40:51.700Z
O502,C1077,P3705,95.98,1,2020-10-16 22:36:19,2021-07-06T15:40:51.701Z
O527,C9425,P14286,36.77,0,2020-10-03 12:36:10,2021-07-06T15:40:51.702Z
O567,C4199,P11448,58.43,0,2020-10-24 19:05:04,2021-07-06T15:40:51.705Z
O570,C8401,P16277,3.16,1,2020-10-01 10:07:26,2021-07-06T15:40:51.705Z
O571,C669,P4856,49.42,1,2020-10-01 06:48:24,2021-07-06T15:40:51.705Z
O573,C551,P15410,53.08,1,2020-10-20 13:44:31,2021-07-06T15:40:51.705Z
O591,C4516,P15496,72.57,1,2020-10-29 18:04:09,2021-07-06T15:40:51.706Z
O619,C3820,P5285,77.92,1,2020-10-23 15:57:05,2021-07-06T15:40:51.708Z
O632,C8763,P14570,81.91,1,2020-10-02 10:32:22,2021-07-06T15:40:51.709Z
O638,C6607,P10229,59.44,1,2020-10-30 04:10:44,2021-07-06T15:40:51.709Z
O641,C7202,P5372,8.74,0,2020-10-20 10:51:59,2021-07-06T15:40:51.710Z
O644,C9380,P3752,51.3,1,2020-10-02 09:23:43,2021-07-06T15:40:51.710Z
O650,C392,P3593,7.32,1,2020-10-23 23:35:19,2021-07-06T15:40:51.710Z
O660,C2995,P3142,4.49,1,2020-10-12 06:14:43,2021-07-06T15:40:51.711Z
O670,C8037,P9428,48.53,0,2020-10-29 03:39:10,2021-07-06T15:40:51.711Z
O680,C9865,P10187,7.25,1,2020-10-19 10:17:56,2021-07-06T15:40:51.758Z
O689,C1734,P304,71.59,0,2020-10-01 18:53:31,2021-07-06T15:40:51.759Z
O691,C8026,P10277,21.8,1,2020-10-26 16:48:49,2021-07-06T15:40:51.759Z
O750,C3753,P6626,53.02,0,2020-10-27 05:55:06,2021-07-06T15:40:51.762Z
O824,C807,P220,11.32,0,2020-10-26 21:10:12,2021-07-06T15:40:51.767Z
O855,C84,P12925,76.2,1,2020-10-10 09:26:20,2021-07-06T15:40:51.769Z
O882,C4990,P14334,12.53,1,2020-10-04 12:12:12,2021-07-06T15:40:51.770Z
O918,C5724,P9610,39.83,0,2020-10-31 20:43:51,2021-07-06T15:40:51.773Z
