order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O13,C4218,P7021,50.83,0,2020-08-19 07:50:51,2021-07-06T15:40:51.668Z
O75,C9007,P5308,22.58,1,2020-08-06 03:06:48,2021-07-06T15:40:51.673Z
O86,C5289,P81,25.01,1,2020-08-31 23:22:00,2021-07-06T15:40:51.674Z
O88,C6958,P9987,22.75,1,2020-08-06 22:50:09,2021-07-06T15:40:51.674Z
O91,C63,P12722,96.64,1,2020-08-01 06:48:53,2021-07-06T15:40:51.674Z
O130,C9791,P8586,6.39,1,2020-08-03 01:52:05,2021-07-06T15:40:51.677Z
O139,C5924,P6712,46.0,1,2020-08-15 15:37:21,2021-07-06T15:40:51.677Z
O151,C4020,P16530,41.02,1,2020-08-19 11:19:58,2021-07-06T15:40:51.678Z
O157,C9952,P426,68.4,1,2020-08-10 16:35:54,2021-07-06T15:40:51.678Z
O167,C9882,P4542,13.01,1,2020-08-02 17:10:27,2021-07-06T15:40:51.679Z
O197,C2315,P1129,8.67,1,2020-08-23 18:58:35,2021-07-06T15:40:51.681Z
O214,C9297,P9307,27.05,0,2020-08-31 20:24:53,2021-07-06T15:40:51.682Z
O247,C4432,P10124,4.07,0,2020-08-18 19:56:34,2021-07-06T15:40:51.684Z
O282,C7031,P16511,36.72,1,2020-08-02 12:39:23,2021-07-06T15:40:51.686Z
O309,C4905,P14684,89.57,1,2020-08-25 01:41:28,2021-07-06T15:40:51.688Z
O313,C9785,P10283,7.2,0,2020-08-14 19:07:36,2021-07-06T15:40:51.688Z
O320,C4327,P9099,14.03,1,2020-08-28 20:30:17,2021-07-06T15:40:51.689Z
O340,C200,P3822,16.28,1,2020-08-10 15:44:36,2021-07-06T15:40:51.691Z
O361,C8048,P5667,64.82,0,2020-08-06 17:28:21,2021-07-06T15:40:51.692Z
O381,C847,P15423,53.8,1,2020-08-17 00:17:07,2021-07-06T15:40:51.693Z
O415,C3651,P15078,54.31,1,2020-08-07 14:09:23,2021-07-06T15:40:51.695Z
O416,C528,P3391,47.66,1,2020-08-16 10:40:41,2021-07-06T15:40:51.695Z
O436,C6828,P15120,99.7,1,2020-08-18 02:02:23,2021-07-06T15:40:51.696Z
