order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O35,C2108,P15393,30.24,0,2020-01-01 16:13:50,2021-07-06T15:40:51.670Z
O38,C945,P9049,86.17,0,2020-01-20 00:49:04,2021-07-06T15:40:51.670Z
O81,C8829,P16548,92.57,1,2020-01-05 09:51:46,2021-07-06T15:40:51.674Z
O89,C6252,P5693,74.96,1,2020-01-19 07:52:23,2021-07-06T15:40:51.674Z
O112,C6924,P8486,17.41,1,2020-01-29 14:02:08,2021-07-06T15:40:51.676Z
O143,C7337,P14651,63.45,1,2020-01-28 11:48:39,2021-07-06T15:40:51.678Z
O150,C5356,P13742,87.16,1,2020-01-25 06:03:21,2021-07-06T15:40:51.678Z
O153,C3985,P6036,46.18,1,2020-01-28 14:55:06,2021-07-06T15:40:51.678Z
O172,C9018,P940,33.8,0,2020-01-28 23:25:18,2021-07-06T15:40:51.679Z
O184,C3496,P11606,5.63,0,2020-01-30 09:55:34,2021-07-06T15:40:51.680Z
O200,C4494,P15111,15.21,1,2020-01-11 12:54:50,2021-07-06T15:40:51.681Z
O210,C7151,P16111,22.77,1,2020-01-14 16:23:39,2021-07-06T15:40:51.682Z
O229,C27,P13865,51.4,0,2020-01-03 14:15:23,2021-07-06T15:40:51.683Z
O243,C6760,P7588,20.07,1,2020-01-24 17:07:40,2021-07-06T15:40:51.684Z
O246,C6659,P1504,46.97,1,2020-01-04 16:57:15,2021-07-06T15:40:51.684Z
O254,C9650,P1812,87.49,1,2020-01-19 04:39:21,2021-07-06T15:40:51.684Z
O270,C6037,P14704,66.99,1,2020-01-07 04:05:18,2021-07-06T15:40:51.685Z
O274,C4276,P2408,40.57,1,2020-01-02 14:32:34,2021-07-06T15:40:51.686Z
O305,C1842,P10985,27.31,1,2020-01-23 02:59:43,2021-07-06T15:40:51.687Z
O311,C4320,P12363,33.66,1,2020-01-01 02:42:49,2021-07-06T15:40:51.688Z
O315,C3309,P866,51.2,1,2020-01-06 22:41:53,2021-07-06T15:40:51.688Z
O347,C3072,P8549,73.89,0,2020-01-26 04:40:33,2021-07-06T15:40:51.691Z
O349,C7557,P1883,72.16,0,2020-01-25 01:00:30,2021-07-06T15:40:51.691Z
O383,C9185,P5874,88.29,1,2020-01-19 14:25:09,2021-07-06T15:40:51.693Z
O390,C6701,P8525,66.37,0,2020-01-21 06:54:01,2021-07-06T15:40:51.694Z
O404,C2938,P4096,5.28,0,2020-01-06 04:02:19,2021-07-06T15:40:51.695Z
O412,C8185,P2607,56.96,1,2020-01-19 08:10:02,2021-07-06T15:40:51.695Z
O424,C8003,P10496,70.96,1,2020-01-21 05:00:59,2021-07-06T15:40:51.696Z
O437,C1525,P15473,19.06,1,2020-01-15 00:04:05,2021-07-06T15:40:51.697Z
O511,C4929,P10487,54.25,1,2020-01-05 06:08:27,2021-07-06T15:40:51.701Z
O543,C9121,P3491,53.61,0,2020-01-25 17:58:15,2021-07-06T15:40:51.703Z
O552,C1855,P4108,39.06,0,2020-01-28 14:14:15,2021-07-06T15:40:51.704Z
O589,C570,P10594,5.43,0,2020-01-14 19:24:32,2021-07-06T15:40:51.706Z
O592,C8282,P9917,67.34,1,2020-01-17 11:29:38,2021-07-06T15:40:51.706Z
O606,C8128,P1183,70.84,1,2020-01-15 22:15:43,2021-07-06T15:40:51.708Z
O615,C9718,P14597,96.92,0,2020-01-30 01:57:05,2021-07-06T15:40:51.708Z
O622,C216,P15195,52.74,1,2020-01-11 03:45:27,2021-07-06T15:40:51.708Z
O630,C7916,P16165,9.38,1,2020-01-10 09:44:31,2021-07-06T15:40:51.709Z
O634,C1159,P6961,95.97,1,2020-01-27 22:10:17,2021-07-06T15:40:51.709Z
O662,C962,P14717,34.76,1,2020-01-21 05:58:33,2021-07-06T15:40:51.711Z
O663,C4133,P5110,91.68,1,2020-01-05 01:45:29,2021-07-06T15:40:51.711Z
O682,C1435,P10570,50.23,1,2020-01-13 22:02:51,2021-07-06T15:40:51.758Z
O684,C1428,P15601,64.91,0,2020-01-21 07:14:28,2021-07-06T15:40:51.758Z
O720,C2666,P10821,65.19,1,2020-01-28 23:24:46,2021-07-06T15:40:51.760Z
O734,C1375,P14993,4.37,0,2020-01-13 03:13:11,2021-07-06T15:40:51.761Z
O740,C9036,P10992,9.29,1,2020-01-01 21:31:04,2021-07-06T15:40:51.762Z
O749,C6039,P12570,27.08,1,2020-01-04 19:15:32,2021-07-06T15:40:51.762Z
O760,C5901,P6023,22.34,0,2020-01-27 15:20:53,2021-07-06T15:40:51.763Z
O765,C7745,P11927,29.61,1,2020-01-09 13:09:09,2021-07-06T15:40:51.763Z
O779,C4727,P3443,73.62,1,2020-01-30 21:35:40,2021-07-06T15:40:51.764Z
O780,C6247,P11411,86.16,1,2020-01-10 13:37:48,2021-07-06T15:40:51.764Z
O790,C7313,P12716,96.65,1,2020-01-11 03:50:25,2021-07-06T15:40:51.765Z
O802,C2424,P15263,47.61,0,2020-01-12 14:18:14,2021-07-06T15:40:51.765Z
O809,C2428,P2015,89.0,0,2020-01-21 05:09:24,2021-07-06T15:40:51.766Z
O821,C9527,P2781,97.74,1,2020-01-07 18:50:56,2021-07-06T15:40:51.767Z
O850,C9134,P9083,101.06,0,2020-01-18 09:43:33,2021-07-06T15:40:51.768Z
O868,C105,P15429,50.44,0,2020-01-12 16:17:24,2021-07-06T15:40:51.769Z
O871,C8077,P15742,9.21,1,2020-01-20 22:10:54,2021-07-06T15:40:51.770Z
O886,C9606,P2580,25.11,0,2020-01-16 16:29:15,2021-07-06T15:40:51.771Z
O915,C9626,P4293,71.57,0,2020-01-07 16:39:53,2021-07-06T15:40:51.772Z
O935,C9550,P10243,100.82,1,2020-01-28 19:10:21,2021-07-06T15:40:51.774Z
O938,C545,P12824,92.19,0,2020-01-31 00:11:46,2021-07-06T15:40:51.774Z
O951,C7297,P15403,41.54,1,2020-01-06 12:10:41,2021-07-06T15:40:51.775Z
O973,C8110,P8520,3.55,0,2020-01-16 12:03:29,2021-07-06T15:40:51.776Z
O991,C7823,P11577,50.54,1,2020-01-26 18:35:53,2021-07-06T15:40:51.777Z
O999,C4005,P11179,53.18,1,2020-01-01 00:32:30,2021-07-06T15:40:51.778Z
O1010,C7398,P15999,5.97,1,2020-01-11 19:10:40,2021-07-06T15:40:51.778Z
O1020,C9843,P11467,89.02,0,2020-01-05 23:14:40,2021-07-06T15:40:51.779Z
O1033,C5545,P15292,8.42,1,2020-01-31 02:41:39,2021-07-06T15:40:51.781Z
