order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O3,C7402,P8320,64.59,1,2021-05-03 08:12:42,2021-07-06T15:40:51.668Z
O6,C1570,P8025,57.88,1,2021-05-18 08:19:36,2021-07-06T15:40:51.668Z
O47,C1721,P7416,81.6,0,2021-05-20 02:52:10,2021-07-06T15:40:51.671Z
O57,C3199,P12245,9.24,0,2021-05-26 02:01:17,2021-07-06T15:40:51.672Z
O66,C4411,P14994,18.95,1,2021-05-09 10:47:58,2021-07-06T15:40:51.673Z
O77,C7947,P11222,29.78,1,2021-05-20 08:56:20,2021-07-06T15:40:51.673Z
O101,C1080,P3418,72.27,1,2021-05-06 17:47:31,2021-07-06T15:40:51.675Z
O144,C4272,P16472,29.48,1,2021-05-30 01:52:21,2021-07-06T15:40:51.678Z
O152,C7223,P5182,71.55,1,2021-05-26 01:59:28,2021-07-06T15:40:51.678Z
O173,C7556,P2761,20.16,1,2021-05-18 10:08:51,2021-07-06T15:40:51.679Z
O182,C1921,P9280,59.3,1,2021-05-25 17:48:51,2021-07-06T15:40:51.680Z
O192,C3486,P7863,16.56,1,2021-05-08 06:58:26,2021-07-06T15:40:51.681Z
O199,C2791,P1978,61.22,0,2021-05-07 19:44:54,2021-07-06T15:40:51.681Z
O203,C986,P2217,37.6,1,2021-05-17 13:59:03,2021-07-06T15:40:51.681Z
O216,C5193,P7217,100.23,1,2021-05-30 10:11:58,2021-07-06T15:40:51.682Z
O224,C2400,P6545,56.8,1,2021-05-12 16:52:40,2021-07-06T15:40:51.683Z
O240,C3789,P2655,30.42,0,2021-05-07 16:27:54,2021-07-06T15:40:51.683Z
O241,C460,P3673,5.8,1,2021-05-12 22:55:05,2021-07-06T15:40:51.684Z
O242,C2373,P266,47.75,1,2021-05-02 17:43:25,2021-07-06T15:40:51.684Z
O280,C2097,P16776,68.22,1,2021-05-15 16:10:42,2021-07-06T15:40:51.686Z
O337,C3435,P12534,81.35,1,2021-05-18 08:37:44,2021-07-06T15:40:51.690Z
O356,C8950,P14707,33.65,1,2021-05-16 11:31:46,2021-07-06T15:40:51.692Z
O377,C5114,P15728,90.22,0,2021-05-17 12:20:15,2021-07-06T15:40:51.693Z
O388,C3515,P13871,41.14,0,2021-05-31 13:47:35,2021-07-06T15:40:51.693Z
O407,C9315,P7290,40.72,1,2021-05-11 21:57:10,2021-07-06T15:40:51.695Z
O448,C8199,P9223,7.46,1,2021-05-29 01:54:57,2021-07-06T15:40:51.697Z
O458,C2369,P8718,13.26,1,2021-05-05 23:07:04,2021-07-06T15:40:51.698Z
O459,C9255,P13762,86.29,0,2021-05-01 01:57:43,2021-07-06T15:40:51.698Z
O479,C6005,P11764,2.8,1,2021-05-01 20:14:30,2021-07-06T15:40:51.699Z
O490,C341,P13193,101.6,1,2021-05-31 03:20:01,2021-07-06T15:40:51.700Z
O526,C6139,P10532,85.93,1,2021-05-02 00:52:31,2021-07-06T15:40:51.702Z
O528,C5815,P15191,17.74,1,2021-05-02 11:38:13,2021-07-06T15:40:51.702Z
O531,C8352,P10781,17.36,0,2021-05-31 11:51:55,2021-07-06T15:40:51.703Z
O535,C4297,P7038,78.92,1,2021-05-27 23:57:35,2021-07-06T15:40:51.703Z
O558,C1725,P8896,90.57,1,2021-05-05 04:23:22,2021-07-06T15:40:51.704Z
O569,C1789,P10556,61.87,1,2021-05-28 17:38:02,2021-07-06T15:40:51.705Z
O590,C855,P15736,82.9,0,2021-05-16 09:55:58,2021-07-06T15:40:51.706Z
O593,C9138,P7349,2.52,0,2021-05-15 19:47:21,2021-07-06T15:40:51.707Z
O598,C6034,P2493,15.02,1,2021-05-15 17:38:52,2021-07-06T15:40:51.707Z
O605,C6834,P7294,46.89,1,2021-05-28 19:46:12,2021-07-06T15:40:51.707Z
O631,C5039,P4158,4.33,1,2021-05-13 18:52:16,2021-07-06T15:40:51.709Z
O637,C2384,P3200,59.1,1,2021-05-13 23:29:13,2021-07-06T15:40:51.709Z
O646,C3674,P2297,31.76,1,2021-05-28 03:23:13,2021-07-06T15:40:51.710Z
O658,C8064,P4131,67.43,1,2021-05-10 06:15:45,2021-07-06T15:40:51.711Z
