order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O19,C920,P16978,99.85,1,2021-02-09 13:16:56,2021-07-06T15:40:51.669Z
O59,C388,P12109,34.45,1,2021-02-15 08:05:10,2021-07-06T15:40:51.672Z
O115,C2861,P11853,37.09,1,2021-02-11 00:40:13,2021-07-06T15:40:51.676Z
O123,C8016,P9593,74.29,1,2021-02-11 12:22:03,2021-07-06T15:40:51.676Z
O127,C6685,P6132,19.24,0,2021-02-26 23:52:43,2021-07-06T15:40:51.676Z
O128,C6577,P8645,35.41,1,2021-02-14 18:43:47,2021-07-06T15:40:51.677Z
O174,C9210,P6147,16.69,0,2021-02-10 04:17:22,2021-07-06T15:40:51.679Z
O177,C4116,P7615,40.75,0,2021-02-05 01:34:22,2021-07-06T15:40:51.680Z
O187,C1239,P14111,90.73,1,2021-02-13 11:56:36,2021-07-06T15:40:51.680Z
O191,C3490,P8369,39.88,1,2021-02-18 23:12:35,2021-07-06T15:40:51.681Z
O233,C7469,P1922,23.4,1,2021-02-06 09:48:37,2021-07-06T15:40:51.683Z
O250,C665,P1111,57.93,1,2021-02-09 07:01:18,2021-07-06T15:40:51.684Z
O252,C7833,P2606,69.2,1,2021-02-01 20:23:15,2021-07-06T15:40:51.684Z
O287,C8884,P5532,88.05,1,2021-02-22 05:16:32,2021-07-06T15:40:51.686Z
O299,C5073,P11692,91.86,1,2021-02-03 04:21:15,2021-07-06T15:40:51.687Z
O302,C7050,P11632,33.76,1,2021-02-07 23:19:58,2021-07-06T15:40:51.687Z
O304,C4879,P9183,49.38,1,2021-02-17 15:59:27,2021-07-06T15:40:51.687Z
O310,C5981,P11610,1.16,1,2021-02-22 23:41:05,2021-07-06T15:40:51.688Z
O317,C1473,P7351,60.03,1,2021-02-18 23:08:31,2021-07-06T15:40:51.688Z
O332,C710,P16756,35.19,1,2021-02-11 10:06:48,2021-07-06T15:40:51.690Z
O344,C5353,P15052,26.51,0,2021-02-07 15:52:08,2021-07-06T15:40:51.691Z
O345,C1726,P8689,67.16,1,2021-02-17 19:26:11,2021-07-06T15:40:51.691Z
O346,C5011,P10652,100.82,0,2021-02-16 03:24:33,2021-07-06T15:40:51.691Z
O352,C1053,P15360,49.14,1,2021-02-14 06:42:33,2021-07-06T15:40:51.691Z
O376,C1132,P3099,86.45,1,2021-02-25 13:59:02,2021-07-06T15:40:51.693Z
O385,C3491,P4004,49.05,0,2021-02-16 03:38:25,2021-07-06T15:40:51.693Z
O397,C7627,P7675,81.48,1,2021-02-25 22:57:09,2021-07-06T15:40:51.694Z
O398,C6695,P7822,60.36,0,2021-02-23 05:37:22,2021-07-06T15:40:51.694Z
O447,C6133,P16668,98.07,1,2021-02-21 22:20:24,2021-07-06T15:40:51.697Z
O469,C2517,P3276,62.88,1,2021-02-17 04:55:53,2021-07-06T15:40:51.699Z
O472,C2021,P6258,34.41,0,2021-02-22 20:42:11,2021-07-06T15:40:51.699Z
O486,C1619,P1729,11.66,1,2021-02-24 13:10:11,2021-07-06T15:40:51.700Z
O499,C332,P16428,47.97,1,2021-02-01 00:28:20,2021-07-06T15:40:51.700Z
O513,C8561,P5315,41.57,1,2021-02-23 01:00:41,2021-07-06T15:40:51.701Z
O618,C6199,P6080,77.44,1,2021-02-22 19:25:25,2021-07-06T15:40:51.708Z
O639,C8069,P10043,58.8,1,2021-02-03 14:23:32,2021-07-06T15:40:51.710Z
O648,C6039,P8723,85.91,1,2021-02-25 05:31:01,2021-07-06T15:40:51.710Z
O651,C7526,P12476,66.69,1,2021-02-14 17:46:23,2021-07-06T15:40:51.710Z
O695,C1672,P10653,32.57,1,2021-02-02 10:42:28,2021-07-06T15:40:51.759Z
O703,C3481,P16263,34.75,0,2021-02-20 20:39:22,2021-07-06T15:40:51.759Z
O726,C9511,P13778,65.52,1,2021-02-18 16:10:31,2021-07-06T15:40:51.761Z
O764,C3137,P4043,35.88,0,2021-02-22 06:25:35,2021-07-06T15:40:51.763Z
O771,C6994,P5607,81.85,0,2021-02-04 21:43:08,2021-07-06T15:40:51.764Z
O786,C8427,P12272,47.23,1,2021-02-21 19:41:32,2021-07-06T15:40:51.764Z
O820,C2019,P13163,7.91,1,2021-02-14 11:17:41,2021-07-06T15:40:51.767Z
O836,C3166,P3683,67.93,1,2021-02-13 14:10:44,2021-07-06T15:40:51.768Z
O841,C4810,P6607,94.17,1,2021-02-17 07:46:38,2021-07-06T15:40:51.768Z
O853,C7692,P2124,36.96,1,2021-02-14 10:42:22,2021-07-06T15:40:51.769Z
O860,C8599,P4634,101.36,1,2021-02-20 02:45:31,2021-07-06T15:40:51.769Z
O869,C3177,P16842,101.3,1,2021-02-26 01:10:03,2021-07-06T15:40:51.770Z
O899,C2528,P1720,92.61,1,2021-02-14 20:34:15,2021-07-06T15:40:51.771Z
O902,C2655,P14420,98.34,1,2021-02-07 14:05:13,2021-07-06T15:40:51.772Z
O913,C5915,P2910,101.72,0,2021-02-11 09:20:31,2021-07-06T15:40:51.772Z
O916,C214,P16312,54.68,1,2021-02-05 16:18:52,2021-07-06T15:40:51.773Z
O919,C2824,P3153,19.13,1,2021-02-15 23:51:54,2021-07-06T15:40:51.773Z
O931,C8722,P11719,63.86,1,2021-02-03 15:51:36,2021-07-06T15:40:51.773Z
O946,C5527,P5719,3.89,1,2021-02-10 08:01:44,2021-07-06T15:40:51.774Z
O987,C6099,P7128,23.61,1,2021-02-26 13:45:15,2021-07-06T15:40:51.777Z
