order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O31,C3563,P7393,60.41,0,2020-07-24 06:45:05,2021-07-06T15:40:51.670Z
O37,C9629,P9166,100.15,1,2020-07-26 21:04:54,2021-07-06T15:40:51.670Z
O65,C4909,P4792,83.14,1,2020-07-25 20:11:31,2021-07-06T15:40:51.673Z
O69,C4954,P7304,50.49,0,2020-07-09 20:52:08,2021-07-06T15:40:51.673Z
O85,C6129,P16164,84.05,0,2020-07-11 06:36:45,2021-07-06T15:40:51.674Z
O108,C3766,P5887,18.47,1,2020-07-17 06:55:33,2021-07-06T15:40:51.675Z
O111,C5951,P14481,2.46,1,2020-07-06 04:33:59,2021-07-06T15:40:51.676Z
O118,C9578,P12439,94.59,1,2020-07-26 19:59:55,2021-07-06T15:40:51.676Z
O138,C1748,P1889,100.12,0,2020-07-11 01:46:49,2021-07-06T15:40:51.677Z
O181,C2943,P4201,52.2,1,2020-07-22 10:40:06,2021-07-06T15:40:51.680Z
O186,C5448,P7787,80.34,0,2020-07-31 07:31:19,2021-07-06T15:40:51.680Z
O208,C8423,P16712,8.38,0,2020-07-22 19:30:33,2021-07-06T15:40:51.682Z
O253,C2323,P1370,90.28,1,2020-07-09 15:09:04,2021-07-06T15:40:51.684Z
O276,C9167,P16181,91.48,0,2020-07-25 08:47:46,2021-07-06T15:40:51.686Z
O292,C8529,P1986,5.8,0,2020-07-04 03:10:40,2021-07-06T15:40:51.687Z
O296,C1372,P9630,49.02,1,2020-07-12 12:03:57,2021-07-06T15:40:51.687Z
O319,C30,P2312,101.32,1,2020-07-17 23:47:12,2021-07-06T15:40:51.689Z
O334,C6900,P7047,46.76,1,2020-07-24 15:37:27,2021-07-06T15:40:51.690Z
O379,C6236,P260,64.02,0,2020-07-28 17:00:26,2021-07-06T15:40:51.693Z
O384,C4172,P6202,22.42,1,2020-07-14 10:19:29,2021-07-06T15:40:51.693Z
O399,C120,P13076,83.68,1,2020-07-29 08:21:26,2021-07-06T15:40:51.694Z
O418,C8717,P2110,92.24,0,2020-07-08 17:19:40,2021-07-06T15:40:51.695Z
O435,C1910,P14016,92.82,1,2020-07-02 21:13:10,2021-07-06T15:40:51.696Z
O476,C6692,P7817,84.37,1,2020-07-02 05:08:00,2021-07-06T15:40:51.699Z
O485,C6834,P12376,70.2,1,2020-07-24 21:37:22,2021-07-06T15:40:51.700Z
O492,C2061,P1395,20.09,1,2020-07-25 12:24:32,2021-07-06T15:40:51.700Z
O503,C7852,P1040,49.39,0,2020-07-05 16:13:36,2021-07-06T15:40:51.701Z
O504,C3600,P3570,2.46,1,2020-07-13 21:22:26,2021-07-06T15:40:51.701Z
O506,C2011,P5896,63.99,0,2020-07-16 03:00:24,2021-07-06T15:40:51.701Z
O523,C4831,P7951,12.65,1,2020-07-02 00:18:37,2021-07-06T15:40:51.702Z
O595,C4563,P11482,25.51,0,2020-07-18 14:19:57,2021-07-06T15:40:51.707Z
O601,C728,P15131,70.76,0,2020-07-21 06:47:14,2021-07-06T15:40:51.707Z
O608,C6124,P11757,25.26,1,2020-07-07 07:28:53,2021-07-06T15:40:51.708Z
O609,C12,P2622,88.78,1,2020-07-19 21:14:19,2021-07-06T15:40:51.708Z
O626,C4660,P4497,16.22,1,2020-07-25 12:11:50,2021-07-06T15:40:51.709Z
O654,C7077,P10462,30.65,1,2020-07-12 01:00:26,2021-07-06T15:40:51.710Z
O672,C8106,P6774,17.46,1,2020-07-11 18:43:24,2021-07-06T15:40:51.712Z
O699,C3306,P8774,10.62,0,2020-07-13 09:19:12,2021-07-06T15:40:51.759Z
O708,C7688,P6047,28.01,0,2020-07-03 05:54:44,2021-07-06T15:40:51.760Z
O709,C580,P6370,89.86,1,2020-07-31 03:22:10,2021-07-06T15:40:51.760Z
O718,C3997,P2298,34.53,0,2020-07-10 20:33:58,2021-07-06T15:40:51.760Z
O721,C697,P3634,65.3,0,2020-07-05 18:11:40,2021-07-06T15:40:51.760Z
O729,C4118,P4714,33.58,1,2020-07-14 20:17:30,2021-07-06T15:40:51.761Z
O733,C9220,P635,60.69,1,2020-07-03 15:03:46,2021-07-06T15:40:51.761Z
O759,C9425,P5431,32.14,1,2020-07-18 17:49:42,2021-07-06T15:40:51.763Z
O797,C4150,P15588,91.14,1,2020-07-17 15:55:39,2021-07-06T15:40:51.765Z
O828,C1170,P5644,17.54,1,2020-07-23 12:46:59,2021-07-06T15:40:51.767Z
O847,C5338,P2948,100.13,1,2020-07-12 12:39:38,2021-07-06T15:40:51.768Z
O851,C2645,P5082,2.33,1,2020-07-15 05:38:55,2021-07-06T15:40:51.768Z
O858,C4461,P587,22.39,1,2020-07-14 19:35:06,2021-07-06T15:40:51.769Z
O914,C5652,P850,95.17,1,2020-07-11 13:14:23,2021-07-06T15:40:51.772Z
O941,C4679,P15594,49.76,1,2020-07-23 23:47:31,2021-07-06T15:40:51.774Z
O963,C4812,P9664,6.01,1,2020-07-20 14:23:56,2021-07-06T15:40:51.775Z
O979,C3437,P16802,75.3,0,2020-07-07 23:29:50,2021-07-06T15:40:51.776Z
