order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O7,C9635,P4821,41.68,0,2020-03-25 09:19:46,2021-07-06T15:40:51.668Z
O18,C5187,P6181,54.94,1,2020-03-21 10:49:11,2021-07-06T15:40:51.669Z
O24,C5778,P344,85.28,1,2020-03-09 16:25:44,2021-07-06T15:40:51.669Z
O58,C6017,P16268,95.07,1,2020-03-17 15:23:44,2021-07-06T15:40:51.672Z
O60,C4188,P14925,45.84,1,2020-03-24 16:04:16,2021-07-06T15:40:51.672Z
O109,C756,P12218,65.69,0,2020-03-01 02:32:52,2021-07-06T15:40:51.675Z
O121,C8648,P11761,5.83,1,2020-03-19 16:25:08,2021-07-06T15:40:51.676Z
O126,C9355,P6945,28.34,1,2020-03-02 00:15:20,2021-07-06T15:40:51.676Z
O132,C8724,P12741,41.88,1,2020-03-13 05:31:37,2021-07-06T15:40:51.677Z
O206,C268,P10860,75.52,0,2020-03-06 22:19:26,2021-07-06T15:40:51.681Z
O257,C4597,P9547,29.84,1,2020-03-01 23:06:34,2021-07-06T15:40:51.685Z
O284,C5843,P1793,30.14,1,2020-03-13 14:13:25,2021-07-06T15:40:51.686Z
O295,C1745,P12811,22.99,1,2020-03-24 20:48:21,2021-07-06T15:40:51.687Z
O328,C1714,P5385,29.67,1,2020-03-31 07:07:21,2021-07-06T15:40:51.690Z
O355,C1088,P12310,53.37,0,2020-03-19 05:03:29,2021-07-06T15:40:51.691Z
O372,C7148,P921,42.78,1,2020-03-27 19:00:34,2021-07-06T15:40:51.692Z
O378,C1434,P15017,98.93,1,2020-03-07 11:39:34,2021-07-06T15:40:51.693Z
O393,C5220,P5785,94.36,1,2020-03-29 00:20:08,2021-07-06T15:40:51.694Z
O414,C1544,P14446,7.88,1,2020-03-27 11:15:33,2021-07-06T15:40:51.695Z
O419,C6847,P12382,98.85,1,2020-03-27 04:29:08,2021-07-06T15:40:51.695Z
O421,C3553,P8008,63.54,1,2020-03-18 14:10:47,2021-07-06T15:40:51.696Z
O423,C4314,P15440,94.04,0,2020-03-24 22:01:06,2021-07-06T15:40:51.696Z
O429,C5986,P1744,88.71,1,2020-03-31 23:22:14,2021-07-06T15:40:51.696Z
O430,C899,P13488,80.79,1,2020-03-08 12:50:15,2021-07-06T15:40:51.696Z
O449,C6293,P2013,53.07,0,2020-03-30 09:59:48,2021-07-06T15:40:51.697Z
O457,C9724,P8268,10.62,1,2020-03-16 17:37:10,2021-07-06T15:40:51.698Z
O482,C1663,P6192,15.28,0,2020-03-10 08:09:47,2021-07-06T15:40:51.699Z
O501,C2775,P7866,26.29,1,2020-03-04 04:42:59,2021-07-06T15:40:51.701Z
O512,C7255,P12008,17.7,1,2020-03-15 23:34:12,2021-07-06T15:40:51.701Z
O525,C6488,P10822,74.89,1,2020-03-02 06:32:59,2021-07-06T15:40:51.702Z
O566,C6698,P12943,53.99,1,2020-03-03 18:53:17,2021-07-06T15:40:51.705Z
O612,C7849,P14968,59.41,1,2020-03-11 05:30:58,2021-07-06T15:40:51.708Z
O621,C5232,P13834,74.68,1,2020-03-07 02:33:48,2021-07-06T15:40:51.708Z
O687,C8483,P3104,100.85,1,2020-03-15 08:30:16,2021-07-06T15:40:51.758Z
O698,C328,P16854,64.77,1,2020-03-07 04:44:08,2021-07-06T15:40:51.759Z
O701,C3586,P12538,18.99,1,2020-03-14 17:41:39,2021-07-06T15:40:51.759Z
O727,C9158,P5490,34.48,0,2020-03-24 17:48:02,2021-07-06T15:40:51.761Z
O731,C8138,P11717,1.59,1,2020-03-21 04:40:29,2021-07-06T15:40:51.761Z
O741,C5797,P9814,32.39,1,2020-03-24 12:54:25,2021-07-06T15:40:51.762Z
O774,C5961,P1304,7.36,1,2020-03-21 00:43:34,2021-07-06T15:40:51.764Z
O781,C5836,P10107,1.55,0,2020-03-08 10:21:06,2021-07-06T15:40:51.764Z
O791,C4803,P16679,50.98,0,2020-03-03 07:26:03,2021-07-06T15:40:51.765Z
O816,C7189,P11360,21.09,1,2020-03-13 14:00:15,2021-07-06T15:40:51.766Z
O817,C5932,P16877,28.31,1,2020-03-29 09:58:52,2021-07-06T15:40:51.766Z
O826,C3271,P3916,2.98,0,2020-03-18 06:13:20,2021-07-06T15:40:51.767Z
O848,C5006,P13085,73.32,1,2020-03-25 15:03:25,2021-07-06T15:40:51.768Z
O874,C6988,P16167,53.54,0,2020-03-01 07:48:27,2021-07-06T15:40:51.770Z
O909,C1059,P11207,57.63,1,2020-03-26 09:37:24,2021-07-06T15:40:51.772Z
O922,C5665,P538,85.83,1,2020-03-29 03:02:40,2021-07-06T15:40:51.773Z
O942,C9561,P12242,12.74,0,2020-03-17 05:35:30,2021-07-06T15:40:51.774Z
O943,C1286,P8699,42.74,1,2020-03-06 07:19:57,2021-07-06T15:40:51.774Z
