order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O22,C3809,P13896,101.34,1,2020-11-29 17:07:09,2021-07-06T15:40:51.669Z
O30,C3475,P10213,86.63,1,2020-11-22 22:59:57,2021-07-06T15:40:51.670Z
O46,C5897,P2580,21.47,1,2020-11-11 17:48:39,2021-07-06T15:40:51.671Z
O51,C3778,P13067,49.98,1,2020-11-13 18:20:33,2021-07-06T15:40:51.672Z
O61,C7495,P14913,57.92,1,2020-11-26 02:20:49,2021-07-06T15:40:51.672Z
O97,C994,P14046,5.21,1,2020-11-22 01:21:05,2021-07-06T15:40:51.675Z
O131,C3392,P2587,100.86,0,2020-11-10 10:36:34,2021-07-06T15:40:51.677Z
O162,C2765,P14259,92.27,1,2020-11-28 04:53:27,2021-07-06T15:40:51.679Z
O168,C4017,P15132,32.72,1,2020-11-18 04:23:04,2021-07-06T15:40:51.679Z
O180,C9069,P12654,92.14,1,2020-11-18 21:04:52,2021-07-06T15:40:51.680Z
O215,C1332,P1313,10.06,1,2020-11-10 13:16:54,2021-07-06T15:40:51.682Z
O269,C4885,P3720,53.58,1,2020-11-28 21:33:59,2021-07-06T15:40:51.685Z
O298,C8650,P2018,12.28,1,2020-11-17 12:44:02,2021-07-06T15:40:51.687Z
O341,C9258,P5751,44.67,1,2020-11-24 14:53:27,2021-07-06T15:40:51.691Z
O357,C1000,P873,90.3,1,2020-11-12 12:25:30,2021-07-06T15:40:51.692Z
O360,C9187,P1593,88.58,1,2020-11-06 17:58:46,2021-07-06T15:40:51.692Z
O370,C1676,P13869,87.99,1,2020-11-28 16:59:30,2021-07-06T15:40:51.692Z
O396,C5414,P15653,79.61,0,2020-11-11 00:01:31,2021-07-06T15:40:51.694Z
O400,C6213,P8539,70.82,1,2020-11-04 19:11:45,2021-07-06T15:40:51.694Z
O406,C9541,P16887,46.89,0,2020-11-24 09:32:46,2021-07-06T15:40:51.695Z
O431,C7510,P9475,47.09,1,2020-11-03 13:43:44,2021-07-06T15:40:51.696Z
